code,code_name,buy_date,sell_date,purchase_price,sell_price,sell_rate,holding_amount,holding_days
036220,오상헬스케어,202304140900,20230426,7975,10273,28.46,125,12
241790,티이엠씨씨엔에스,202502030900,20250218,4800,6170,28.19,208,15
382900,범한퓨얼셀,202405230900,20240527,20900,26800,27.87,47,4
065500,오리엔트정공,202403180900,20240325,1339,1710,27.35,746,7
018290,브이티,202306140900,20230623,7290,9280,26.95,137,9
156100,엘앤케이바이오,202511180900,20251203,9460,12030,26.82,105,15
008730,율촌화학,202502040900,20250211,26400,33550,26.73,37,7
226400,오스테오닉,202305310900,20230614,4060,5150,26.5,246,14
009450,경동나비엔,202408060900,20240813,52200,66000,26.09,19,7
431190,케이쓰리아이,202504300900,20250515,4435,5540,24.57,225,15
200670,휴메딕스,202412170900,20241224,37300,46450,24.19,26,7
066970,엘앤에프,202510150900,20251017,82000,102100,24.17,12,2
036220,오상헬스케어,202412300900,20250107,11010,13700,24.09,90,8
011560,세보엠이씨,202405170900,20240523,10490,13040,23.96,95,6
196170,알테오젠,202406050900,20240612,230500,286500,23.95,4,7
095500,미래나노텍,202510170900,20251027,10090,12510,23.64,99,10
005690,파미셀,202510220900,20251028,13510,16730,23.49,74,6
059090,미코,202505080900,20250522,11310,14000,23.44,88,14
136410,아셈스,202402290900,20240311,7920,9800,23.39,126,11
008730,율촌화학,202501100900,20250115,23350,28800,23.0,42,5
082800,비보존 제약,202407180900,20240731,3165,3900,22.88,315,13
052710,아모텍,202502100900,20250224,5300,6520,22.68,188,14
055490,테이팩스,202508040900,20250813,14500,17800,22.42,68,9
001040,CJ,202503140900,20250318,107600,131200,21.6,9,4
064290,인텍플러스,202508250900,20250909,11710,14270,21.52,85,15
012030,DB,202302160900,20230223,1150,1401,21.49,869,7
004800,효성,202510170900,20251030,103000,125400,21.41,9,13
017370,우신시스템,202307070900,20230711,4100,4980,21.13,243,4
399720,가온칩스,202307140900,20230731,41000,49800,21.13,24,17
042000,카페24,202311170900,20231124,14590,17710,21.05,68,7
241770,메카로,202509190900,20251010,17400,21100,20.93,57,21
060250,NHN KCP,202311270900,20231201,10130,12240,20.49,98,4
440110,파두,202508280900,20250908,13820,16680,20.36,72,11
016590,신대양제지,202510200900,20251104,11290,13620,20.3,88,15
226590,엠디바이스,202504180900,20250507,10780,12980,20.07,92,19
008970,KBI동양철관,202406040900,20240605,2183,2627,20.01,458,1
003120,일성아이에스,202506020900,20250612,19880,23900,19.89,50,10
019540,일지테크,202305150900,20230516,3240,3895,19.88,308,1
252990,샘씨엔에스,202509160900,20250923,5840,7010,19.7,171,7
287840,인투셀,202511250900,20251210,53000,63400,19.29,18,15
095270,웨이브일렉트로,202504080900,20250421,4270,5100,19.11,234,13
950160,코오롱티슈진,202511240900,20251209,65900,78700,19.09,15,15
348210,넥스틴,202510210900,20251104,55800,66600,19.02,17,14
087010,펩트론,202506090900,20250624,164500,196200,18.94,6,15
025620,차AI헬스케어,202405070900,20240522,7850,9360,18.9,127,15
119850,지엔씨에너지,202505290900,20250613,25750,30600,18.51,38,15
338220,뷰노,202304050900,20230420,17190,20400,18.34,58,15
036460,한국가스공사,202411130900,20241122,39150,46450,18.32,25,9
195940,HK이노엔,202508040900,20250808,44400,52600,18.14,22,4
039020,이건홀딩스,202412050900,20241216,3705,4385,18.02,269,11
040160,누리플렉스,202506250900,20250710,3465,4100,18.0,288,15
310210,보로노이,202510200900,20251104,172400,204000,18.0,5,15
003720,삼영,202304050900,20230420,3635,4300,17.97,275,15
338220,뷰노,202508280900,20250912,19870,23500,17.94,50,15
475960,토모큐브,202508250900,20250909,37800,44700,17.93,26,15
321550,티움바이오,202504300900,20250515,5260,6210,17.73,190,15
265740,엔에프씨,202505070900,20250522,3200,3775,17.64,312,15
006400,삼성SDI,202510200900,20251027,258000,304000,17.5,3,7
090460,비에이치,202507160900,20250723,13600,16010,17.39,73,7
119850,지엔씨에너지,202504230900,20250508,21600,25400,17.27,46,15
019540,일지테크,202305170900,20230601,3450,4055,17.21,289,15
041190,우리기술투자,202311030900,20231120,4555,5350,17.13,219,17
475960,토모큐브,202509230900,20251010,44900,52700,17.05,22,17
300080,플리토,202305160900,20230531,9605,11256,16.86,104,15
028300,HLB,202312180900,20240102,43450,50900,16.82,23,15
000640,동아쏘시오홀딩스,202307270900,20230810,75672,88592,16.75,13,14
034730,SK,202505290900,20250605,161000,188000,16.45,6,7
052400,코나아이,202504160900,20250502,30050,35000,16.15,33,16
251120,바이오에프디엔씨,202304210900,20230508,15140,17610,15.99,66,17
086390,유니테스트,202305160900,20230531,12900,14980,15.8,77,15
028300,HLB,202312130900,20231215,34800,40400,15.77,28,2
010770,평화홀딩스,202501310900,20250217,3575,4150,15.76,279,17
950140,잉글우드랩,202308140900,20230829,9480,11000,15.71,105,15
267250,HD현대,202505290900,20250604,101900,118200,15.67,9,6
440110,파두,202410160900,20241031,18710,21700,15.66,53,15
119850,지엔씨에너지,202506160900,20250701,31300,36200,15.33,31,15
950140,잉글우드랩,202305120900,20230530,6850,7920,15.3,145,18
012510,더존비즈온,202402070900,20240222,47050,54400,15.3,21,15
251370,와이엠티,202505270900,20250609,9320,10750,15.02,107,13
096530,씨젠,202311290900,20231206,22500,25950,15.01,44,7
000100,유한양행,202407030900,20240708,78100,90000,14.92,12,5
115500,케이씨에스,202411150900,20241202,7090,8140,14.49,141,17
450950,아스테라시스,202509040900,20250912,10470,12010,14.39,95,8
115500,케이씨에스,202311280900,20231213,6470,7410,14.21,154,15
181710,NHN,202506100900,20250616,24450,28000,14.2,40,6
047560,이스트소프트,202305240900,20230608,15750,18030,14.16,63,15
034730,SK,202510170900,20251103,217500,249000,14.16,4,17
252990,샘씨엔에스,202306290900,20230714,6160,7050,14.13,162,15
034230,파라다이스,202507040900,20250709,15560,17800,14.08,64,5
047920,HLB제약,202312180900,20231222,13650,15590,13.89,73,4
000640,동아쏘시오홀딩스,202408070900,20240819,103551,118219,13.85,9,12
265520,AP시스템,202502030900,20250210,16250,18520,13.65,61,7
206650,유바이오로직스,202308230900,20230907,9150,10410,13.45,109,15
016880,웅진,202505020900,20250519,1507,1714,13.42,663,17
095700,제넥신,202505080900,20250523,4515,5130,13.31,221,15
042420,네오위즈홀딩스,202311090900,20231124,22800,25900,13.28,43,15
068330,일신바이오,202505140900,20250529,1132,1285,13.2,883,15
067000,조이시티,202511250900,20251210,1953,2215,13.1,512,15
044450,KSS해운,202408060900,20240814,7940,9000,13.03,125,8
950140,잉글우드랩,202504020900,20250417,8500,9630,12.98,117,15
003100,선광,202505160900,20250530,17690,20000,12.74,56,14
026890,스틱인베스트먼트,202405170900,20240523,9620,10870,12.68,103,6
009450,경동나비엔,202306150900,20230623,44700,50500,12.66,22,8
214420,토니모리,202404180900,20240503,7680,8670,12.58,130,15
018880,한온시스템,202508180900,20250902,2965,3346,12.54,337,15
300080,플리토,202510160900,20251031,14470,16330,12.54,69,15
036030,케이티알파,202311300900,20231215,5590,6300,12.39,178,15
028050,삼성E&A,202507280900,20250811,24400,27500,12.39,40,14
007070,GS리테일,202511070900,20251113,18980,21350,12.17,52,6
012510,더존비즈온,202401190900,20240205,42600,47900,12.13,23,17
171090,선익시스템,202301030900,20230118,19150,21500,11.96,52,15
001000,신라섬유,202506200900,20250707,1826,2050,11.95,547,17
083500,에프엔에스테크,202506270900,20250714,11280,12660,11.92,88,17
487570,HS효성,202506040900,20250619,61000,68400,11.82,16,15
101160,월덱스,202502030900,20250218,16410,18400,11.81,60,15
253590,네오셈,202312150900,20240102,7030,7880,11.78,142,18
001000,신라섬유,202504100900,20250425,1540,1725,11.7,649,15
034220,LG디스플레이,202312190900,20231221,10121,11323,11.56,98,2
110020,전진바이오팜,202501020900,20250117,2360,2640,11.55,423,15
115180,큐리언트,202510240900,20251110,19190,21450,11.47,52,17
214420,토니모리,202401120900,20240129,6250,6980,11.37,160,17
326030,SK바이오팜,202511130900,20251128,128700,143700,11.34,7,15
001040,CJ,202506020900,20250617,136100,151900,11.3,7,15
003120,일성아이에스,202505130900,20250523,16690,18620,11.25,59,10
226400,오스테오닉,202412100900,20241226,5610,6250,11.1,178,16
078930,GS,202505290900,20250610,43350,48250,10.99,23,12
098460,고영,202402220900,20240308,18670,20750,10.83,53,15
041520,이엘씨,202505190900,20250523,6650,7390,10.82,150,4
127120,제이에스링크,202507230900,20250807,14290,15850,10.61,69,15
034220,LG디스플레이,202507280900,20250807,9920,11000,10.58,100,10
226400,오스테오닉,202303210900,20230405,3680,4080,10.56,271,15
017370,우신시스템,202307120900,20230727,5070,5620,10.54,197,15
018260,삼성에스디에스,202311270900,20231212,155200,172000,10.52,6,15
031330,에스에이엠티,202512170900,20260102,3745,4150,10.51,267,16
019540,일지테크,202502040900,20250219,3700,4100,10.5,270,15
062970,한국첨단소재,202411110900,20241126,1467,1625,10.46,681,15
044820,코스맥스비티아이,202307270900,20230808,8650,9580,10.44,115,12
007070,GS리테일,202411110900,20241125,17576,19458,10.4,56,14
326030,SK바이오팜,202408130900,20240828,98000,108400,10.3,10,15
086790,하나금융지주,202510300900,20251107,85800,94700,10.07,11,8
226400,오스테오닉,202407020900,20240717,5090,5610,9.91,196,15
211050,인카금융서비스,202411150900,20241202,5790,6380,9.88,172,17
067990,도이치모터스,202408070900,20240820,4495,4945,9.7,222,13
040610,SG&G,202306150900,20230630,1744,1918,9.67,573,15
256840,한국비엔씨,202308240900,20230908,4215,4630,9.54,237,15
140860,파크시스템스,202305310900,20230615,163000,179000,9.51,6,15
000100,유한양행,202405230900,20240607,73100,80200,9.41,13,15
016880,웅진,202301250900,20230209,1320,1448,9.39,757,15
381970,케이카,202505260900,20250605,14880,16320,9.37,67,10
115570,스타플렉스,202512010900,20251216,2990,3275,9.23,334,15
035420,NAVER,202411110900,20241118,174600,191000,9.09,5,7
298050,HS효성첨단소재,202511030900,20251118,184700,202000,9.06,5,15
040610,SG&G,202506090900,20250617,1739,1900,8.95,575,8
003780,진양산업,202509080900,20250918,6590,7200,8.95,151,10
011560,세보엠이씨,202303170900,20230403,8240,9000,8.92,121,17
145990,삼양사,202505280900,20250610,49350,53900,8.92,20,13
206650,유바이오로직스,202402060900,20240221,10950,11950,8.83,91,15
000100,유한양행,202307280900,20230814,66136,72165,8.81,15,17
214420,토니모리,202502240900,20250311,7350,8010,8.68,136,15
499790,GS피앤엘,202505280900,20250612,30300,33000,8.61,33,15
084370,유진테크,202310040900,20231019,37400,40700,8.52,26,15
016590,신대양제지,202506100900,20250625,12040,13100,8.5,83,15
041020,폴라리스오피스,202306130900,20230628,2965,3225,8.47,337,15
001040,CJ,202403220900,20240408,119000,129000,8.1,8,17
071280,로체시스템즈,202401230900,20240207,7290,7900,8.07,137,15
001040,CJ,202508180900,20250902,148900,161300,8.03,6,15
058470,리노공업,202311280900,20231213,38358,41542,8.0,26,15
017900,광전자,202502040900,20250219,1727,1869,7.92,579,15
208140,정다운,202504080900,20250423,2555,2765,7.92,391,15
217190,제너셈,202302070900,20230222,4229,4576,7.9,236,15
140860,파크시스템스,202303270900,20230411,143100,154600,7.74,6,15
044450,KSS해운,202505150900,20250526,9230,9960,7.61,108,11
317330,덕산테코피아,202303020900,20230317,16680,17960,7.37,59,15
367000,플래티어,202501230900,20250207,4050,4360,7.35,246,15
036220,오상헬스케어,202303220900,20230406,6705,7216,7.32,149,15
049830,승일,202505190900,20250604,7880,8480,7.31,126,16
200670,휴메딕스,202305120900,20230530,29100,31300,7.26,34,18
034230,파라다이스,202503140900,20250331,10230,11000,7.23,97,17
039020,이건홀딩스,202310200900,20231106,2870,3085,7.19,348,17
356680,엑스게이트,202410230900,20241107,4755,5110,7.17,210,15
457630,대신밸런스제16호스팩,202311070900,20231110,1719,1846,7.09,581,3
060260,뉴보텍,202503310900,20250415,1192,1280,7.08,838,15
380550,뉴로핏,202510200900,20251104,20950,22450,6.86,47,15
006980,우성,202505230900,20250609,16630,17810,6.8,60,17
028050,삼성E&A,202507070900,20250722,23950,25650,6.8,41,15
006980,우성,202504030900,20250418,14650,15680,6.73,68,15
457630,대신밸런스제16호스팩,202401260900,20240213,1941,2076,6.66,515,18
161890,한국콜마,202405100900,20240527,51700,55300,6.66,19,17
302440,SK바이오사이언스,202505090900,20250526,40250,43000,6.53,24,17
348950,제이알글로벌리츠,202508180900,20250902,2595,2765,6.25,385,15
009450,경동나비엔,202307270900,20230811,52600,56000,6.17,19,15
065500,오리엔트정공,202401040900,20240119,1306,1389,6.06,765,15
170030,현대공업,202502240900,20250311,5230,5560,6.01,191,15
065530,와이어블,202508210900,20250905,1304,1383,5.76,766,15
051910,LG화학,202508110900,20250826,274500,291000,5.71,3,15
145990,삼양사,202405100900,20240527,49400,52300,5.57,20,17
215380,우정바이오,202407080900,20240723,1422,1504,5.47,703,15
326030,SK바이오팜,202510280900,20251112,116300,123000,5.47,8,15
338100,NH프라임리츠,202311060900,20231121,4255,4500,5.46,235,15
170900,동아에스티,202511120900,20251127,52100,55100,5.46,19,15
251120,바이오에프디엔씨,202405080900,20240523,14280,15100,5.45,70,15
036460,한국가스공사,202405140900,20240529,27000,28550,5.45,37,15
058470,리노공업,202506090900,20250624,48800,51600,5.44,20,15
161890,한국콜마,202308080900,20230823,52100,55000,5.27,19,15
028670,팬오션,202502250900,20250312,3695,3900,5.25,270,15
060720,KH바텍,202502030900,20250218,9800,10340,5.22,102,15
280360,롯데웰푸드,202311020900,20231117,118900,125400,5.17,8,15
145990,삼양사,202401310900,20240215,47600,50200,5.17,21,15
487570,HS효성,202503250900,20250409,35150,37050,5.11,28,15
348210,넥스틴,202410180900,20241104,62200,65500,5.01,16,17
003720,삼영,202406170900,20240702,3780,3980,5.0,264,15
035810,이지홀딩스,202505190900,20250604,3590,3780,5.0,278,16
010770,평화홀딩스,202301200900,20230206,3805,4005,4.96,262,17
330590,롯데리츠,202408010900,20240816,3814,4014,4.95,262,15
416180,신성에스티,202501310900,20250217,35400,37250,4.93,28,17
044450,KSS해운,202312010900,20231218,8840,9300,4.91,113,17
016740,두올,202312140900,20240102,3370,3545,4.9,296,19
195940,HK이노엔,202508110900,20250826,45700,48050,4.85,21,15
017800,현대엘리베이터,202308160900,20230831,42300,44450,4.79,23,15
404990,신한서부티엔디리츠,202310240900,20231108,3245,3410,4.79,308,15
171090,선익시스템,202403210900,20240405,39400,41400,4.78,25,15
092870,엑시콘,202307170900,20230801,14036,14744,4.75,71,15
086450,동국제약,202407040900,20240719,18300,19220,4.73,54,15
003780,진양산업,202510270900,20251111,6600,6930,4.71,151,15
064960,SNT모티브,202304270900,20230512,26503,27826,4.7,37,15
089860,롯데렌탈,202412100900,20241226,29200,30650,4.67,34,16
141080,리가켐바이오,202506160900,20250701,109100,114500,4.66,9,15
045660,에이텍,202306080900,20230623,9630,10100,4.59,103,15
041520,이엘씨,202502110900,20250226,5950,6240,4.58,168,15
012510,더존비즈온,202507040900,20250721,76200,79900,4.56,13,17
138040,메리츠금융지주,202312280900,20240112,55900,58600,4.54,17,15
002960,한국쉘석유,202408060900,20240821,319000,334000,4.41,3,15
115500,케이씨에스,202410280900,20241112,7260,7600,4.39,137,15
035000,HS애드,202310230900,20231107,6010,6290,4.37,166,15
310200,애니플러스,202504020900,20250417,3110,3255,4.37,321,15
009420,한올바이오파마,202305220900,20230607,21750,22750,4.31,45,16
383800,LX홀딩스,202408060900,20240821,6760,7070,4.29,147,15
140860,파크시스템스,202410160900,20241031,195100,204000,4.27,5,15
402030,코난테크놀로지,202411070900,20241122,18150,18962,4.18,55,15
011560,세보엠이씨,202402220900,20240308,8560,8940,4.15,116,15
095660,네오위즈,202506100900,20250625,24000,25050,4.08,41,15
011560,세보엠이씨,202411140900,20241129,9870,10300,4.07,101,15
134580,탑코미디어,202503040900,20250319,1950,2035,4.07,512,15
054210,이랜텍,202507310900,20250818,7890,8230,4.02,126,18
039570,HDC랩스,202403220900,20240408,8140,8490,4.01,122,17
017670,SK텔레콤,202408060900,20240821,52900,55100,3.87,18,15
040420,정상제이엘에스,202507030900,20250718,6290,6550,3.84,158,15
078930,GS,202402050900,20240220,49750,51800,3.83,20,15
011560,세보엠이씨,202506300900,20250715,12630,13150,3.83,79,15
017900,광전자,202501150900,20250131,1736,1807,3.8,576,16
310200,애니플러스,202406190900,20240704,2940,3060,3.79,340,15
017940,E1,202406050900,20240620,71500,74400,3.77,13,15
454640,하나29호스팩,202402150900,20240221,2110,2195,3.74,473,6
400760,NH올원리츠,202311150900,20231130,3310,3443,3.73,302,15
059090,미코,202403050900,20240320,10690,11120,3.73,93,15
019540,일지테크,202301110900,20230126,2870,2985,3.72,348,15
381970,케이카,202402050900,20240220,11860,12330,3.67,84,15
034220,LG디스플레이,202409040900,20240919,10340,10750,3.67,96,15
140860,파크시스템스,202406200900,20240705,190000,197200,3.5,5,15
300080,플리토,202508050900,20250820,11610,12040,3.41,86,15
044450,KSS해운,202406120900,20240627,8150,8450,3.39,122,15
418420,라온텍,202505230900,20250609,3450,3575,3.33,289,17
072870,메가스터디,202412090900,20241224,11170,11570,3.29,89,15
002380,KCC,202509250900,20251010,365500,378500,3.27,2,15
001750,한양증권,202511050900,20251120,18280,18930,3.27,54,15
086450,동국제약,202502180900,20250305,16000,16560,3.21,62,15
088980,맥쿼리인프라,202504080900,20250423,10870,11250,3.21,91,15
123890,한국자산신탁,202506160900,20250701,2435,2520,3.2,410,15
155660,DSR,202511030900,20251118,3735,3865,3.19,267,15
141080,리가켐바이오,202410110900,20241028,121500,125700,3.17,8,17
060250,NHN KCP,202402200900,20240306,13630,14100,3.16,73,15
000140,하이트진로홀딩스,202409060900,20240923,9140,9450,3.1,109,17
045660,에이텍,202302060900,20230221,9470,9790,3.09,105,15
086820,바이오솔루션,202412130900,20241230,6515,6734,3.07,153,17
171090,선익시스템,202509250900,20251010,44700,46200,3.07,22,15
035810,이지홀딩스,202511110900,20251126,4330,4475,3.06,230,15
267260,HD현대일렉트릭,202501210900,20250205,389000,402000,3.05,2,15
326030,SK바이오팜,202308020900,20230817,90000,93000,3.04,11,15
006400,삼성SDI,202508060900,20250821,212000,219000,3.01,4,15
198080,캐프,202310300900,20231114,2135,2205,2.99,468,15
100840,SNT에너지,202407190900,20240805,11900,12290,2.99,84,17
098120,마이크로컨텍솔,202502180900,20250305,8930,9220,2.96,111,15
006120,SK디스커버리,202506050900,20250620,52500,54200,2.95,19,15
067990,도이치모터스,202511250900,20251210,4645,4795,2.94,215,15
044780,에이치케이,202412190900,20250103,1173,1210,2.87,852,15
036030,케이티알파,202503310900,20250415,3640,3755,2.87,274,15
058470,리노공업,202403120900,20240327,47848,49349,2.85,20,15
003720,삼영,202409250900,20241010,5100,5260,2.85,196,15
377450,리파인,202301040900,20230119,8950,9230,2.84,111,15
149950,아바텍,202509170900,20251002,9280,9570,2.84,107,15
059210,메타바이오메드,202503180900,20250402,4370,4505,2.8,228,15
009450,경동나비엔,202302200900,20230307,37450,38600,2.78,26,15
094800,맵스리얼티,202408060900,20240821,4250,4380,2.77,235,15
195940,HK이노엔,202309260900,20231011,41100,42350,2.75,24,15
211050,인카금융서비스,202505290900,20250613,10860,11190,2.75,92,15
044450,KSS해운,202401180900,20240202,9300,9580,2.72,107,15
457630,대신밸런스제16호스팩,202401100900,20240125,1973,2032,2.7,506,15
052710,아모텍,202505260900,20250610,8360,8610,2.7,119,15
009450,경동나비엔,202306290900,20230714,50300,51800,2.69,19,15
170790,파이오링크,202411130900,20241128,8100,8340,2.68,123,15
062970,한국첨단소재,202404230900,20240508,1864,1919,2.66,536,15
458610,한국제12호스팩,202501080900,20250123,2050,2110,2.64,487,15
039020,이건홀딩스,202409120900,20240927,3100,3190,2.62,322,15
006980,우성,202410020900,20241017,16230,16700,2.61,61,15
080010,이상네트웍스,202505290900,20250613,5650,5810,2.54,176,15
444920,유안타제11호스팩,202401020900,20240111,1999,2055,2.51,500,9
086820,바이오솔루션,202312200900,20240104,6700,6886,2.49,149,15
050120,ES큐브,202503250900,20250409,2385,2450,2.44,419,15
002380,KCC,202507100900,20250725,353000,362500,2.4,2,15
377190,디앤디플랫폼리츠,202402070900,20240222,3209,3293,2.33,311,15
444920,유안타제11호스팩,202406140900,20240701,2100,2155,2.33,476,17
011560,세보엠이씨,202410250900,20241111,10000,10260,2.31,100,17
312610,에이에프더블류,202509290900,20251014,1400,1435,2.21,714,15
096870,엘디티,202412050900,20241220,2425,2485,2.19,412,15
058470,리노공업,202510150900,20251030,56900,58300,2.17,17,15
067920,이글루,202411120900,20241127,4900,5020,2.16,204,15
035420,NAVER,202411280900,20241213,204000,209000,2.16,4,15
018290,브이티,202310060900,20231023,16500,16900,2.14,60,17
083500,에프엔에스테크,202507310900,20250818,13200,13520,2.14,75,18
002690,동일제강,202509020900,20250917,1597,1635,2.09,626,15
094170,동운아나텍,202408010900,20240816,17554,17964,2.05,56,15
251120,바이오에프디엔씨,202404160900,20240502,13910,14230,2.01,71,16
248170,샘표식품,202410240900,20241108,28350,29000,2.01,35,15
014680,한솔케미칼,202507240900,20250808,169800,173700,2.01,5,15
010770,평화홀딩스,202305260900,20230612,3735,3820,1.99,267,17
034730,SK,202506100900,20250625,196600,201000,1.95,5,15
377450,리파인,202311210900,20231206,8680,8870,1.9,115,15
474930,신한제13호스팩,202412260900,20250110,2055,2100,1.9,486,15
161390,한국타이어앤테크놀로지,202310050900,20231020,37300,38100,1.86,26,15
380550,뉴로핏,202509230900,20251010,19830,20250,1.83,50,17
026890,스틱인베스트먼트,202504090900,20250424,9800,10000,1.76,102,15
006220,제주은행,202412200900,20250106,8060,8220,1.7,124,17
004590,한국가구,202504100900,20250425,4275,4360,1.7,233,15
462020,에이치엠씨제6호스팩,202401020900,20240112,1996,2035,1.67,501,10
040610,SG&G,202305080900,20230523,1751,1785,1.66,571,15
171090,선익시스템,202304030900,20230418,33550,34200,1.65,29,15
044450,KSS해운,202306210900,20230706,8790,8960,1.65,113,15
141000,비아트론,202412240900,20250108,7250,7390,1.65,137,15
001820,삼화콘덴서,202507230900,20250807,26850,27350,1.58,37,15
123420,위메이드플레이,202505070900,20250522,6510,6630,1.56,153,15
007070,GS리테일,202310260900,20231110,20998,21383,1.55,47,15
035420,NAVER,202502030900,20250218,217500,221500,1.55,4,15
256840,한국비엔씨,202501060900,20250121,4380,4460,1.54,228,15
086390,유니테스트,202401180900,20240202,13300,13540,1.52,75,15
211050,인카금융서비스,202405090900,20240524,5650,5750,1.49,176,15
080010,이상네트웍스,202509230900,20251010,6780,6900,1.49,147,17
950160,코오롱티슈진,202503130900,20250328,48100,48950,1.48,20,15
009420,한올바이오파마,202311300900,20231215,34350,34950,1.46,29,15
141080,리가켐바이오,202507110900,20250728,137500,139900,1.46,7,17
042500,링네트,202312280900,20240112,2966,3017,1.43,337,15
195940,HK이노엔,202505080900,20250523,40950,41650,1.42,24,15
015750,성우하이텍,202508010900,20250818,5870,5970,1.42,170,17
083500,에프엔에스테크,202312040900,20231219,11200,11390,1.41,89,15
018260,삼성에스디에스,202510100900,20251027,167100,169900,1.39,5,17
130660,한전산업,202401190900,20240205,7400,7520,1.34,135,17
464680,KB제27호스팩,202402190900,20240305,1964,1995,1.29,509,15
018260,삼성에스디에스,202505220900,20250609,133400,135500,1.29,7,18
012510,더존비즈온,202412090900,20241224,61400,62300,1.18,16,15
000640,동아쏘시오홀딩스,202309110900,20230926,94323,95683,1.16,10,15
003100,선광,202312150900,20240102,17700,17950,1.13,56,18
039030,이오테크닉스,202507140900,20250729,212000,215000,1.13,4,15
199800,툴젠,202504180900,20250507,36000,36500,1.11,27,19
083500,에프엔에스테크,202502100900,20250225,10990,11140,1.08,90,15
030000,제일기획,202409230900,20241008,17880,18110,1.0,55,15
