code,code_name,buy_date,sell_date,purchase_price,sell_price,sell_rate,holding_amount,holding_days
005740,크라운해태홀딩스,202406100900,20240611,6270,8280,31.69,159,1
011080,형지I&C,202503310900,20250401,1071,1413,31.57,933,1
114450,그린생명과학,202408140900,20240816,2980,3930,31.51,335,2
053950,경남제약,202510290900,20251030,586,772,31.38,1706,1
028080,휴맥스홀딩스,202501100900,20250113,2695,3550,31.36,371,3
000540,흥국화재,202402070900,20240213,4010,5280,31.31,249,6
282720,금양그린파워,202504220900,20250423,8910,11730,31.29,112,1
065690,파커스,202512040900,20251205,942,1240,31.27,1061,1
017510,세명전기,202406250900,20240626,5440,7160,31.25,183,1
115500,케이씨에스,202412270900,20241230,10470,13780,31.25,95,3
054920,한컴위드,202411140900,20241115,2445,3215,31.13,408,1
007330,푸른저축은행,202310190900,20231020,8680,11400,30.97,115,1
004560,현대비앤지스틸,202602020900,20260203,13340,17520,30.97,74,1
160190,하이젠알앤엠,202501030900,20250110,16830,22100,30.95,59,7
089790,제이티,202501090900,20250110,4745,6230,30.93,210,1
050960,수산아이앤티,202504070900,20250409,16000,21000,30.89,62,2
000250,삼천당제약,202507230900,20250724,166100,218000,30.88,6,1
080220,제주반도체,202501200900,20250121,9860,12940,30.87,101,1
215790,이노인스트루먼트,202510160900,20251017,426,559,30.86,2347,1
089010,켐트로닉스,202502050900,20250207,20200,26500,30.83,49,2
075130,플랜티넷,202504040900,20250407,2825,3705,30.79,353,3
220260,켐트로스,202512010900,20251202,4095,5370,30.77,244,1
000040,KR모터스,202507290900,20250730,498,653,30.76,2008,1
003090,대웅,202407040900,20240705,15750,20650,30.75,63,1
089230,THE E&M,202504090900,20250410,715,937,30.69,1398,1
462350,이노스페이스,202512220900,20251223,12500,16380,30.68,80,1
000680,LS네트웍스,202403150900,20240318,4350,5700,30.67,229,3
043590,웰킵스하이텍,202412190900,20241220,580,760,30.67,1724,1
191410,육일씨엔에쓰,202512110900,20251212,1580,2070,30.65,632,1
067630,HLB생명과학,202411180900,20241119,8220,10760,30.54,121,1
007820,에스엠코어,202508260900,20250827,3560,4660,30.54,280,1
003000,부광약품,202602190900,20260220,4225,5530,30.53,236,1
002070,비비안,202306220900,20230623,1296,1696,30.5,771,1
053580,웹케시,202412130900,20241216,10390,13590,30.44,96,3
000680,LS네트웍스,202308020900,20230803,5930,7750,30.33,168,1
050960,수산아이앤티,202504010900,20250402,14000,18290,30.28,71,1
130500,GH신소재,202408140900,20240816,3000,3915,30.14,333,2
076080,웰크론한텍,202506110900,20250612,1348,1759,30.13,741,1
103840,우양,202508010900,20250804,3385,4410,29.92,295,3
203400,에이비온,202512020900,20251203,3275,4265,29.87,305,1
059270,해성에어로보틱스,202601160900,20260122,11990,15610,29.83,83,6
054220,비츠로시스,202508250900,20250826,371,483,29.83,2695,1
088290,이원컴포텍,202601090900,20260112,759,988,29.81,1317,3
032820,우리기술,202602090900,20260212,9490,12350,29.78,105,3
119500,포메탈,202601090900,20260112,4050,5270,29.76,246,3
319400,현대무벡스,202509020900,20250903,4890,6360,29.7,204,1
376900,로킷헬스케어,202511170900,20251118,43600,56700,29.69,22,1
033320,제이씨현시스템,202411260900,20241127,3900,5070,29.64,256,1
008290,원풍물산,202502250900,20250226,460,598,29.64,2173,1
076610,해성옵틱스,202601220900,20260123,1517,1972,29.63,659,1
065650,하이퍼코퍼레이션,202506300900,20250701,4685,6090,29.63,213,1
054300,팬스타엔터프라이즈,202504210900,20250422,1054,1370,29.62,948,1
090710,휴림로봇,202601190900,20260120,12810,16650,29.62,78,1
060230,제이케이시냅스,202601270900,20260128,3270,4250,29.61,305,1
065170,비엘팜텍,202502260900,20250227,1445,1878,29.61,692,1
036560,KZ정밀,202409130900,20240919,12180,15830,29.61,82,6
214370,케어젠,202507140900,20250715,38700,50300,29.61,25,1
